roll_no,semester,subject_code,subject_name,grade,points,credits,credit_points
12024068,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024068,4,CS405,Web Development,O,10.0,4.0,40.0
12024069,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024069,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024069,1,PHY101,Physics,E,9.0,4.0,36.0
12024069,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024069,1,ENG101,English,O,10.0,4.0,40.0
12024069,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024069,2,CS201,Data Structures,B,7.0,4.0,28.0
12024069,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024069,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024069,2,HS201,Economics,E,9.0,4.0,36.0
12024069,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024069,3,CS302,DBMS,B,7.0,4.0,28.0
12024069,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024069,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024069,3,CS304,OS Basics,C,6.0,4.0,24.0
12024069,4,CS401,Algorithms,O,10.0,4.0,40.0
12024069,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024069,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024069,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024069,4,CS405,Web Development,C,6.0,4.0,24.0
12024070,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024070,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024070,1,PHY101,Physics,A,8.0,4.0,32.0
12024070,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024070,1,ENG101,English,C,6.0,4.0,24.0
12024070,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024070,2,CS201,Data Structures,A,8.0,4.0,32.0
12024070,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024070,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024070,2,HS201,Economics,A,8.0,4.0,32.0
12024070,3,CS301,OOP with Java,B,7.0,4.0,28.0
12024070,3,CS302,DBMS,O,10.0,4.0,40.0
12024070,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024070,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024070,3,CS304,OS Basics,C,6.0,4.0,24.0
12024070,4,CS401,Algorithms,E,9.0,4.0,36.0
12024070,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024070,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024070,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024070,4,CS405,Web Development,B,7.0,4.0,28.0
12024071,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024071,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024071,1,PHY101,Physics,O,10.0,4.0,40.0
12024071,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024071,1,ENG101,English,C,6.0,4.0,24.0
12024071,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024071,2,CS201,Data Structures,E,9.0,4.0,36.0
12024071,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024071,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024071,2,HS201,Economics,A,8.0,4.0,32.0
12024071,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024071,3,CS302,DBMS,C,6.0,4.0,24.0
12024071,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024071,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024071,3,CS304,OS Basics,E,9.0,4.0,36.0
12024071,4,CS401,Algorithms,B,7.0,4.0,28.0
12024071,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024071,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024071,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024071,4,CS405,Web Development,E,9.0,4.0,36.0
12024072,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024072,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024072,1,PHY101,Physics,A,8.0,4.0,32.0
12024072,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024072,1,ENG101,English,A,8.0,4.0,32.0
12024072,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024072,2,CS201,Data Structures,B,7.0,4.0,28.0
12024072,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024072,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024072,2,HS201,Economics,A,8.0,4.0,32.0
12024072,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024072,3,CS302,DBMS,C,6.0,4.0,24.0
12024072,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024072,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024072,3,CS304,OS Basics,E,9.0,4.0,36.0
12024072,4,CS401,Algorithms,B,7.0,4.0,28.0
12024072,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024072,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024072,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024072,4,CS405,Web Development,B,7.0,4.0,28.0
12024073,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024073,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024073,1,PHY101,Physics,B,7.0,4.0,28.0
12024073,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024073,1,ENG101,English,B,7.0,4.0,28.0
12024073,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024073,2,CS201,Data Structures,A,8.0,4.0,32.0
12024073,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024073,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024073,2,HS201,Economics,E,9.0,4.0,36.0
12024073,3,CS301,OOP with Java,B,7.0,4.0,28.0
12024073,3,CS302,DBMS,C,6.0,4.0,24.0
12024073,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024073,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024073,3,CS304,OS Basics,B,7.0,4.0,28.0
12024073,4,CS401,Algorithms,A,8.0,4.0,32.0
12024073,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024073,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024073,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024073,4,CS405,Web Development,B,7.0,4.0,28.0
12024074,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024074,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024074,1,PHY101,Physics,A,8.0,4.0,32.0
12024074,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024074,1,ENG101,English,A,8.0,4.0,32.0
12024074,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024074,2,CS201,Data Structures,C,6.0,4.0,24.0
12024074,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024074,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024074,2,HS201,Economics,C,6.0,4.0,24.0
12024074,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024074,3,CS302,DBMS,B,7.0,4.0,28.0
12024074,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024074,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024074,3,CS304,OS Basics,B,7.0,4.0,28.0
12024074,4,CS401,Algorithms,C,6.0,4.0,24.0
12024074,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024074,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024074,4,CS404,Microprocessors,E,9.0,4.0,36.0
12024074,4,CS405,Web Development,B,7.0,4.0,28.0
12024075,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024075,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024075,1,PHY101,Physics,E,9.0,4.0,36.0
12024075,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024075,1,ENG101,English,B,7.0,4.0,28.0
12024075,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024075,2,CS201,Data Structures,O,10.0,4.0,40.0
12024075,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024075,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024075,2,HS201,Economics,E,9.0,4.0,36.0
12024075,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024075,3,CS302,DBMS,C,6.0,4.0,24.0
12024075,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024075,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024075,3,CS304,OS Basics,C,6.0,4.0,24.0
12024075,4,CS401,Algorithms,O,10.0,4.0,40.0
12024075,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024075,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024075,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024075,4,CS405,Web Development,E,9.0,4.0,36.0
12024076,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024076,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024076,1,PHY101,Physics,E,9.0,4.0,36.0
12024076,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024076,1,ENG101,English,O,10.0,4.0,40.0
12024076,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024076,2,CS201,Data Structures,A,8.0,4.0,32.0
12024076,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024076,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024076,2,HS201,Economics,A,8.0,4.0,32.0
12024076,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024076,3,CS302,DBMS,E,9.0,4.0,36.0
12024076,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024076,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024076,3,CS304,OS Basics,O,10.0,4.0,40.0
12024076,4,CS401,Algorithms,B,7.0,4.0,28.0
12024076,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024076,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024076,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024076,4,CS405,Web Development,E,9.0,4.0,36.0
12024077,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024077,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024077,1,PHY101,Physics,E,9.0,4.0,36.0
12024077,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024077,1,ENG101,English,E,9.0,4.0,36.0
12024077,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024077,2,CS201,Data Structures,O,10.0,4.0,40.0
12024077,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024077,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024077,2,HS201,Economics,A,8.0,4.0,32.0
12024077,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024077,3,CS302,DBMS,C,6.0,4.0,24.0
12024077,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024077,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024077,3,CS304,OS Basics,B,7.0,4.0,28.0
12024077,4,CS401,Algorithms,O,10.0,4.0,40.0
12024077,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024077,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024077,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024077,4,CS405,Web Development,O,10.0,4.0,40.0
12024078,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024078,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024078,1,PHY101,Physics,O,10.0,4.0,40.0
12024078,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024078,1,ENG101,English,B,7.0,4.0,28.0
12024078,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024078,2,CS201,Data Structures,E,9.0,4.0,36.0
12024078,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024078,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024078,2,HS201,Economics,B,7.0,4.0,28.0
12024078,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024078,3,CS302,DBMS,A,8.0,4.0,32.0
12024078,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024078,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024078,3,CS304,OS Basics,C,6.0,4.0,24.0
12024078,4,CS401,Algorithms,E,9.0,4.0,36.0
12024078,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024078,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024078,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024078,4,CS405,Web Development,A,8.0,4.0,32.0
12024079,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024079,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024079,1,PHY101,Physics,E,9.0,4.0,36.0
12024079,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024079,1,ENG101,English,A,8.0,4.0,32.0
12024079,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024079,2,CS201,Data Structures,E,9.0,4.0,36.0
12024079,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024079,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024079,2,HS201,Economics,O,10.0,4.0,40.0
12024079,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024079,3,CS302,DBMS,E,9.0,4.0,36.0
12024079,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024079,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024079,3,CS304,OS Basics,E,9.0,4.0,36.0
12024079,4,CS401,Algorithms,A,8.0,4.0,32.0
12024079,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024079,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024079,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024079,4,CS405,Web Development,A,8.0,4.0,32.0
12024080,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024080,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024080,1,PHY101,Physics,O,10.0,4.0,40.0
12024080,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024080,1,ENG101,English,C,6.0,4.0,24.0
12024080,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024080,2,CS201,Data Structures,B,7.0,4.0,28.0
12024080,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024080,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024080,2,HS201,Economics,O,10.0,4.0,40.0
12024080,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024080,3,CS302,DBMS,C,6.0,4.0,24.0
12024080,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024080,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024080,3,CS304,OS Basics,A,8.0,4.0,32.0
12024080,4,CS401,Algorithms,O,10.0,4.0,40.0
12024080,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024080,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024080,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024080,4,CS405,Web Development,A,8.0,4.0,32.0
12024081,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024081,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024081,1,PHY101,Physics,O,10.0,4.0,40.0
12024081,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024081,1,ENG101,English,A,8.0,4.0,32.0
12024081,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024081,2,CS201,Data Structures,O,10.0,4.0,40.0
12024081,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024081,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024081,2,HS201,Economics,C,6.0,4.0,24.0
12024081,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024081,3,CS302,DBMS,E,9.0,4.0,36.0
12024081,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024081,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024081,3,CS304,OS Basics,O,10.0,4.0,40.0
12024081,4,CS401,Algorithms,E,9.0,4.0,36.0
12024081,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024081,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024081,4,CS404,Microprocessors,E,9.0,4.0,36.0
12024081,4,CS405,Web Development,C,6.0,4.0,24.0
12024082,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024082,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024082,1,PHY101,Physics,E,9.0,4.0,36.0
12024082,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024082,1,ENG101,English,E,9.0,4.0,36.0
12024082,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024082,2,CS201,Data Structures,B,7.0,4.0,28.0
12024082,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024082,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024082,2,HS201,Economics,E,9.0,4.0,36.0
12024082,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024082,3,CS302,DBMS,E,9.0,4.0,36.0
12024082,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024082,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024082,3,CS304,OS Basics,O,10.0,4.0,40.0
12024082,4,CS401,Algorithms,A,8.0,4.0,32.0
12024082,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024082,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024082,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024082,4,CS405,Web Development,O,10.0,4.0,40.0
12024083,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024083,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024083,1,PHY101,Physics,C,6.0,4.0,24.0
12024083,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024083,1,ENG101,English,O,10.0,4.0,40.0
12024083,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024083,2,CS201,Data Structures,E,9.0,4.0,36.0
12024083,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024083,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024083,2,HS201,Economics,O,10.0,4.0,40.0
12024083,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024083,3,CS302,DBMS,C,6.0,4.0,24.0
12024083,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024083,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024083,3,CS304,OS Basics,B,7.0,4.0,28.0
12024083,4,CS401,Algorithms,C,6.0,4.0,24.0
12024083,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024083,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024083,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024083,4,CS405,Web Development,O,10.0,4.0,40.0
12024084,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024084,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024084,1,PHY101,Physics,A,8.0,4.0,32.0
12024084,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024084,1,ENG101,English,O,10.0,4.0,40.0
12024084,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024084,2,CS201,Data Structures,O,10.0,4.0,40.0
12024084,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024084,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024084,2,HS201,Economics,E,9.0,4.0,36.0
12024084,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024084,3,CS302,DBMS,A,8.0,4.0,32.0
12024084,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024084,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024084,3,CS304,OS Basics,B,7.0,4.0,28.0
12024084,4,CS401,Algorithms,C,6.0,4.0,24.0
12024084,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024084,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024084,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024084,4,CS405,Web Development,A,8.0,4.0,32.0
12024085,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024085,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024085,1,PHY101,Physics,C,6.0,4.0,24.0
12024085,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024085,1,ENG101,English,C,6.0,4.0,24.0
12024085,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024085,2,CS201,Data Structures,C,6.0,4.0,24.0
12024085,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024085,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024085,2,HS201,Economics,E,9.0,4.0,36.0
12024085,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024085,3,CS302,DBMS,E,9.0,4.0,36.0
12024085,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024085,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024085,3,CS304,OS Basics,O,10.0,4.0,40.0
12024085,4,CS401,Algorithms,E,9.0,4.0,36.0
12024085,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024085,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024085,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024085,4,CS405,Web Development,B,7.0,4.0,28.0
12024086,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024086,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024086,1,PHY101,Physics,A,8.0,4.0,32.0
12024086,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024086,1,ENG101,English,E,9.0,4.0,36.0
12024086,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024086,2,CS201,Data Structures,O,10.0,4.0,40.0
12024086,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024086,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024086,2,HS201,Economics,O,10.0,4.0,40.0
12024086,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024086,3,CS302,DBMS,A,8.0,4.0,32.0
12024086,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024086,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024086,3,CS304,OS Basics,C,6.0,4.0,24.0
12024086,4,CS401,Algorithms,A,8.0,4.0,32.0
12024086,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024086,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024086,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024086,4,CS405,Web Development,E,9.0,4.0,36.0
12024087,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024087,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024087,1,PHY101,Physics,C,6.0,4.0,24.0
12024087,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024087,1,ENG101,English,C,6.0,4.0,24.0
12024087,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024087,2,CS201,Data Structures,E,9.0,4.0,36.0
12024087,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024087,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024087,2,HS201,Economics,A,8.0,4.0,32.0
12024087,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024087,3,CS302,DBMS,A,8.0,4.0,32.0
12024087,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024087,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024087,3,CS304,OS Basics,B,7.0,4.0,28.0
12024087,4,CS401,Algorithms,A,8.0,4.0,32.0
12024087,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024087,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024087,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024087,4,CS405,Web Development,O,10.0,4.0,40.0
12024088,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024088,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024088,1,PHY101,Physics,E,9.0,4.0,36.0
12024088,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024088,1,ENG101,English,A,8.0,4.0,32.0
12024088,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024088,2,CS201,Data Structures,A,8.0,4.0,32.0
12024088,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024088,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024088,2,HS201,Economics,A,8.0,4.0,32.0
12024088,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024088,3,CS302,DBMS,B,7.0,4.0,28.0
12024088,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024088,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024088,3,CS304,OS Basics,E,9.0,4.0,36.0
12024088,4,CS401,Algorithms,C,6.0,4.0,24.0
12024088,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024088,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024088,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024088,4,CS405,Web Development,A,8.0,4.0,32.0
12024089,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024089,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024089,1,PHY101,Physics,O,10.0,4.0,40.0
12024089,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024089,1,ENG101,English,E,9.0,4.0,36.0
12024089,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024089,2,CS201,Data Structures,O,10.0,4.0,40.0
12024089,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024089,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024089,2,HS201,Economics,B,7.0,4.0,28.0
12024089,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024089,3,CS302,DBMS,O,10.0,4.0,40.0
12024089,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024089,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024089,3,CS304,OS Basics,C,6.0,4.0,24.0
12024089,4,CS401,Algorithms,E,9.0,4.0,36.0
12024089,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024089,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024089,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024089,4,CS405,Web Development,A,8.0,4.0,32.0
12024090,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024090,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024090,1,PHY101,Physics,C,6.0,4.0,24.0
12024090,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024090,1,ENG101,English,O,10.0,4.0,40.0
12024090,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024090,2,CS201,Data Structures,B,7.0,4.0,28.0
12024090,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024090,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024090,2,HS201,Economics,C,6.0,4.0,24.0
12024090,3,CS301,OOP with Java,B,7.0,4.0,28.0
12024090,3,CS302,DBMS,E,9.0,4.0,36.0
12024090,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024090,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024090,3,CS304,OS Basics,E,9.0,4.0,36.0
12024090,4,CS401,Algorithms,A,8.0,4.0,32.0
12024090,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024090,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024090,4,CS404,Microprocessors,E,9.0,4.0,36.0
12024090,4,CS405,Web Development,E,9.0,4.0,36.0
12024091,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024091,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024091,1,PHY101,Physics,E,9.0,4.0,36.0
12024091,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024091,1,ENG101,English,B,7.0,4.0,28.0
12024091,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024091,2,CS201,Data Structures,E,9.0,4.0,36.0
12024091,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024091,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024091,2,HS201,Economics,B,7.0,4.0,28.0
12024091,3,CS301,OOP with Java,A,8.0,4.0,32.0
